Event,Start Date,Date,Casualties,Deaths,Affected Regions,Affected Areas,Trigger,Contributing Factors,Rainfall,Missing,People Evacuated,Affected People,End Date,Significant Impacts,Location,Economic Losses,Impacts,People Affected,Affected Countries,Homes Destroyed,Affected Districts,Displaced Population,Affected States,Infrastructure Impact,Fatalities,Affected Population,Impact,Region,Total Deaths,Economic Damages,Injuries,Death Toll,Causes,Economic Impact,Affected Provinces,Response,Total Rainfall,Government Response,Total Casualties,Cause,Evacuees,Provinces Affected,Infrastructure Damage,Injured,Homeless,Economic Damage,Specific Incidents,Displaced People,Affected Individuals,Primary Cause,Affected Regions/States,Other Impacts,Duration,Landslides,Damages,Houses Destroyed,Triggering Factors,Villages Affected,Property Damage,Countries Affected,People Displaced,Relief Efforts,Specific Impacts,Notable Impacts,Affected Regions/Countries,Families Evacuated,Buildings Destroyed,Buildings Damaged,Major Impacts,Crops Inundated,Most Affected Regions,Affected Region,Additional Impacts,Displaced Persons,Financial Impact,Provinces/Autonomous Regions Affected,Affected Homes,Homes Damaged,Rivers Overflowing,Significant Incidents,Response Efforts,Rainfall Amount,Rescue Operations,Record Rainfall,Evacuated People,Districts Affected,Deaths/Missing,Evacuated,Displaced Individuals,Duration of Flood,Arable Land Affected,Government Relief,Economic Damages (Euro),Direct Deaths,Indirect Deaths,Disappearance,Affected Locality,Houses Destroyed (Coquimbo),Houses Destroyed (Valparaíso),Houses Damaged/Destroyed,Year,Animals Affected,Rivers Involved,Estimated Damages,Responsible Parties,Major Breaches in Orleans Parish,Aid Requested,Extent of Damage,2007 Africa Floods,Ghana,Afar Region,Most Impacted States,Humanitarian Aid Provided,Federal Disaster Areas,Call for Aid,Impact on Agriculture,Recovery Efforts,Additional Info,14 June,15 June,25 June,28 July,May-July,June,July,Rescues,Long-term Impacts,Affected Area,Note,Total Fatalities,Homeless Individuals,Overall Impact,Infrastructure/Building Impact,Most Affected Areas,Rivers Impacted,Peak Water Levels,Most Affected Country,Economic Cost,Missing Persons,Farmland Destroyed,Damages (Yuan),Location Affected,Total Affected Population,Economic Impacts,UN Relief Fund Requests,Heavily Affected Areas,Significant Damages,Affected Counties,River Crests,------------------------,2010 West Papua floods,Probable Causes of Flood,2010-2011 Queensland Floods,,Unique Factors,Casualties (Dead/Missing),Evacuation Orders,Provinces/Areas Affected,Area Submerged,Economic Damages & Losses,Rank Among Costliest Disasters,International Assistance Requested,Hardest Hit Areas,Declaration of National Mourning,Government Benefits Announced,People Presumed Dead,Homeless People,Damages (Euro),2013 Indochina Floods,Thailand Flooding,Landslide Impacts,Infrastructure Impacts,Key Impacts,Deaths in India,Deaths in Pakistan,Peak Rainfall,Serbia,Bosnia and Herzegovina,Croatia,Romania,Slovakia,Key Factors,Damaged Locations,People in Shelters,Isolated Individuals,Missing People,Houses Damaged,Impact on Agriculture/Livestock,Zoo Impact,Areas Affected,State,State of Emergency Declared,Record Rainfall Levels,Impact on Homeowners,Federal Disaster Aid Provided,Niger,Niger River Basin,Inner Niger Delta,People Homeless,Most Affected Province,April 3,August,Specific Warnings/Impacts,Mudslides,Official Declaration,Population Impacted,Hardest Hit Province,Major Rivers/Lakes Affected,People Affected (Hunan),Key Disruption,Most Impacted Districts,Excess Rainfall,Cattle Deaths,Impact on Transportation,Comparisons,Forecast Accuracy,Climate Change Link,Highest Rainfall,Weather Conditions,Specific Industry Impacts,Economic Impact (Rwanda),Cities/Regions Affected,Total Missing,Population Advised to Evacuate,Main Regions Affected,Alert Status,Calamity Level,Operational Status of Dams,Districts Facing Landslides,Government Committees Involved,Impact on Local Population,Most Affected Provinces,Provinces/Regions Affected,Houses Fully Damaged,Houses Partially Damaged,Red Alerts Issued,Evacuation Measures,Predicted Rainfall,City Areas Affected,Severely Affected States,Specific Districts Impacted,Notable Incidents,Period,People in Need of Humanitarian Aid,Impact on Buildings,Environmental Impact,Compensation,Number of Deaths,Alerts Issued,Triggers,Effects,Families Rescued,Main Causes of Casualties,Assistance Provided,Bangladesh,Nepal,China,India (Assam),India (Arunachal),Severely Affected Area,Impacted Population,Type of Event,Most Impactful Flood Date,Additional Information,Affected Prefectures,Buildings Affected,Unique Aspect,Number of Incidents,Significant Actions/Consequences,Nile River Water Levels,UNESCO Sites Damaged,Poultry Deaths,Crop Damage (hectares),Other Animal Deaths,Most Impacted Area,Notable Developments,Significance,Bridges Affected,Comparison,Climate Change Connection,Homes Damaged/Destroyed,Economic Losses (in R),Declarations/Warnings,Prior Risk Assessments,Warnings Issued,Homes Flooded,Peak River Flows,Cyclones,Maximum Sustained Winds,Affected Cities,Precipitation Impact,Wind Gusts,Most Affected District,Airport Disruptions,Livestock Deaths,Agricultural Losses,Population Impact,Electricity Disruptions,Relief & Rescue Teams Deployed,Evacuated Homes,Duration of Flooding,Infrastructure Damages,Emergency Declarations,Key Operations,Dam Collapses,Affected Locations,Significant Declarations,Country,Province,Town,trigger
2008 Indian floods,June 2008,,,,,,,,,,,,,"Heavy rains, landslides, cancellation of trains, damage to buildings",,,,,,,,,,,,,,,,,,"2,404",,,,,,,,,,,,,,,,,,,"Maharashtra, Andhra Pradesh, Bihar, West Bengal, Orissa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008 Indian floods
2008 Namibia floods,Early Feb 2008,,,42,"Omusati, Oshikoto, Oshana, Ohangwena, Caprivi",,Rapid onset of heavy rains,,,,,"65,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Farmland, housing, schools, roads, infrastructure damage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008 Namibia floods
2008 Santa Catarina Floods,,Nov 2008,,128,,,,,,,"78,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60 affected towns, 1.5 million people impacted, widespread power outages and water rationing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Catarina, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008 Santa Catarina floods
2008 South China Floods,26 May 2008,,"203 dead, 7 missing",,,,,,,,1.3 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fifteen provinces in Eastern and Southern China,,,,,,,,,,,20 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cloud seeding reported, emergency response levels raised",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008 South China floods
2008 Vietnam Floods,October 30,,,,"North and central Vietnam, southern China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage exceeded 3 trillion Vietnamese đồng,,,,,,,,,"100 schools, 100,000 houses, 241,000 hectares of crops, 25,400 hectares of fish farms",,,,,,,,,,,,,,,,,,,,,,,"15,000 families",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66 (Vietnam), 34 (China)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008 Vietnam floods
"2009 Angola, Namibia and Zambia floods",March 2009,,,131,,,,,,,,"445,000",,,,,,,3,,,,,,,,,"Angola, Namibia, Zambia, Botswana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009 Angola, Namibia and Zambia floods"
2009 Brazilian floods and mudslides,April 2009,,,,,,,,,,,,,,,,,,,,,,Five northeastern states,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"270,000","Second-heaviest flood in the Amazon River Basin in a century, reconstruction expected to take 3-5 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009 Brazilian floods and mudslides
,,November 6-9,130 deaths,,,"San Salvador, La Paz, Cuscatlan, Usulutan, San Vicente",Low-pressure system from the Pacific Ocean,,483 mm,,,,,,,,,,,,,,,18 bridges affected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,209,"1,835",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009 El Salvador floods and mudslides
2009 European floods,June 2009,,,,,,,"Heavy rainfall, overflowing of Oder, Vistula, Elbe, Danube rivers",,,,,,,,,"Worst natural disaster since 2002, significant casualties",,"Austria, Czech Republic, Germany, Hungary, Poland, Romania, Serbia, Slovakia, Turkey",,,,,,,,,,At least 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009 European floods
2009 India Floods,July 2009,,,49,,,,"Heavy monsoon rains, floods",,,,,,,,,,,,,,,"Karnataka, Orissa, Kerala, Gujarat, North-East Indian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Half a million homes inundated, bus accident, Sun Temple impact",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009 India floods
2009 Saudi Arabia Floods,,Nov 2009,122,,,"Jeddah, Makkah Province",,,70 mm in 4 hours,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000 vehicles swept away, 1 billion riyals in business losses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009 Jeddah floods
2009 Karachi Floods,,,,26,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,Heaviest rains in thirty years,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Homes damaged, buildings collapsed, power outage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009 Karachi floods
2009 Messina floods and mudslides,,1-2 October 2009,31,,,,,,,,,,,,Sicily,,,,,,,,,,,,,,,,,,,,,Evacuation of one-third of at-risk population in 2010,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Giampilieri Superiore, Scaletta Zanclea, Altolia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009 Messina floods and mudslides
2009 Southeastern US Floods,Sep 2009,,10 deaths,,"Northern Georgia, Tennessee, Alabama, Mississippi, Arkansas",,,,,,,,,"Historic floods, 20,000 damaged buildings, Federal Disaster Declarations",,$500 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009 Southeastern United States floods
2009 Turkish flash floods,,9 September 2009,,31,"Istanbul, Tekirdağ, Marmara Region",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$70 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009 Turkish flash floods
2009 West Africa floods,June 2009,,,193,,,,"Heavy seasonal rainfall, El Niño, Dam breaks",,,,"940,000",,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009 West Africa floods
2010 Arkansas floods,,"June 11, 2010",20,,,"Ouachita National Forest, campsites",,,,24,,,,,"Langley, Arkansas",,,,,,,,,,,,,,,,,,,,,President Obama pledged federal assistance,,,,"Heavy, localized rainfall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Little Missouri and Caddo Rivers,23 feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Arkansas floods
2010 Central European floods,May 2010,,,37,,,,,,,"23,000",,,"Auschwitz museum closure, Kraków state of emergency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poland,2.5 billion euros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Central European floods
2010 China Floods,Early May,,,,"28 provinces, municipalities, regions (Zhejiang, Fujian, Jiangxi, Hubei, etc.)",,,,,,15.2 million,,,,,,,,,,,,,,,,,,"3,185",,,,,,,,,,,,,,,,,,,,,,,,,,,1.36 million,,,,,,,,,,,,,,"97,200 km2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,"8,000 km2",275 billion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 China floods
2010 Colombian Rainy Season,June 2010,,301,,,,,,,19,,2.2 million,,,,,,,,"9 destroyed, 334 in bad condition",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guajira, Maicao, Riohacha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Colombian rainy season
,,October-Nov,,,"Northeast, Central Thailand; Kedah, Perlis in Malaysia",,"Abnormal late monsoon moisture, tropical depression",,,,,,,,,,,7 million,,,,,,"38 provinces hit, 30 still affected, 25,000 villages",,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 floods in Thailand and north Malaysia
2010 Ladakh floods,,6 August,,255,,,,,,200,,,,,,,,"9,000",,,,,,,,,,,,,,,,,,,,,,,,,,,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ladakh, Jammu and Kashmir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Ladakh floods
2010 Madeira floods and mudslides,,20 February 2010,"51 dead, 6 missing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,600,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madeira Island, Portugal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Madeira floods and mudslides
2010 Northeastern Brazil Rains,June 2010,,44 dead,,,"Alagoas, Pernambuco",,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,R$100 million,,,,,,,"120,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Northeastern Brazil floods
2010 Pakistan Floods,Late July,,,,"Khyber Pakhtunkhwa, Sindh, Punjab, Balochistan",,"Heavy monsoon rains, La Niña, rainfall anomaly",,,,,,,,,,,,,,,,,,,,,,"1,985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 million,>US$43 billion,US$460 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Pakistan floods
2010 Romanian floods,late June,,,21,,,,,,,160 evacuated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"River Siret threat, Prime Minister visit, Dorohoi deaths",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suceava County, Chernivtsi Oblast","Collapsed houses, damaged homes, flooded roads, evacuations","Suceava, Botoșani, Alba, Cluj, Dorohoi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Romanian floods
2010 Tennessee Floods,,May 1-2,NA,,,"Middle Tennessee, West Tennessee, south-central and western Kentucky, northern Mississippi",,,13.57 inches,,,,,"1,000-year floods, lasting damage, extensive property damage, all-time record crests in multiple rivers, significant weather system leading to heavy rain, Doppler radar estimates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Record levels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Tennessee floods
2010 Var floods,,June 2010,,,"Department of the Var, southern France",,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,"1,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flash floods, worst since 1827, 400+ mm rain in 24 hours, power outages, prison evacuation, rescue operations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 Var floods
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,---------------------------,Blamed on heavy rains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 West Papua floods
