Location,Bridge Name,Casualties,Purpose,Collapse Date,Cause of Collapse,Designer,Construction Type,Construction Start Date,Length,Significant Event,Completion Date,Reason for Failure,Fatalities,Opening Date,Historical Significance,Date of Incident,Main Span Length,Date of Collapse,Construction Dates,Date,Replacement Bridge,Design,Designers,Construction Details,Purpose of the bridge,Different designs of bridges,Earliest types of bridges,Examples of ancient bridges,Specific timber bridge details,Chief Engineer,Preservation Status,Injuries,Type,Cause of Failure,Construction Company,Ownership,Construction Year,Reason for Collapse,Importance,Construction Material,Cost,Type of Bridge,Construction Cost,Construction Completion Date,Significance,Total Length,Historical Background,Historical origin of the word 'bridge',Inauguration Date,Immediate Response,Collision Details,Notable Event,Foundation Stone Laid Date,Population,Tragic Incident,Design and Construction,Reason for Replacement,Subsequent Actions,Management Authority,Construction Companies,Triggering Event,Original Bridge Collapse Date,Design Features,Previous Bridge Name,Original Bridge,Current Status,Event,Notable Feature,Reason for Closure,Significant Events,Designation,Structure Type,Span Length,Replacement Completion Date,Date of Construction,Responsible Party,Construction Timeline,Bridge Type,Outcome,Construction Period,Span Dimensions,Tower Composition,Event leading to collapse,Significant Detail,Scheduled Completion Date,Project Purpose,Causes of Failure,Public Response,Repair Costs,Peregrine Falcon Breeding Program,Engineering Firm,Bridge Features,Total Span Length,Original Purpose,Bridge Conversion,Rail Service End Year,Pedestrian Ramp Date,Restoration Funding,Project Completion,Rebuilt Year,Widening,Bus Diversions,Demolition Year,Replacement Design Approval,Reopening to Cars,Historic Significance,"June 18, 2000","September 30, 2006",Origin of the word 'bridge',Collapse Event,Replacement,Town Name,Landmarks,History,Notable Residents,Companies Involved,Project Manager Consultant,Collapse Details,Age of Bridge,Reported Crack,Maintenance Responsibility,Root Cause of Collapse,Number of Traffic Lanes,Sidewalk,Previous Bridge Failure,Appearance,Previous Bridge Type,Replacement Construction,Previous Replacement,Waterway Closure Duration,Bridge Closure Duration,Operational Year,Inquiry Findings,Impact of Collapse,Viaduct Name,Subsequent Action,Memorial Park Location,Initial Design Year,Phase 1 Completion Date,Phase 2 Construction Start Date,"September 26, 2007",,Initial Name,Renamed,Replacement Designers,Influence on Other Bridges,Consulting Engineer,Consulting Engineer's Future Work,Architectural Style,Architectural Significance,Structural Features,Material Composition,Modifications,Reconstruction Completion Date,Condition,Deaths,Vehicles Affected,Responsible Entity,Tower Height,Clearance to Water,Fatal Bridge Incident Date,Fatality Count,Proposed Second Bridge Construction Date,Estimated Cost of New Bridge,Funding Source,Alternative Name Proposal,Supporting Structure,Coordinates,Construction Changes,Failure Date,Failure Cause,Replacement Date,Original Bridge Details,Final Cost,Connection,Renamed in,Original Construction Plan,Opposition to Construction,Government Threat,Agreement Signing Date,Construction Contractor,Consulting Engineers,Bridge Span Length,"December 13, 2000","December 28, 2000",Other,Official Naming,Location of Incident,Description of Collapse,Consequences,Impact on Engineering Company,Lessons Learned,Original Twin Span Opening,Hurricane Katrina Damage,Replacement Span Opening,Westbound Lanes Completion,Bridge Official Naming,Original Twin Span Demolition,Original Span Details,Replacement Span Details,Damage after Hurricane Katrina,Event Date,Rescue Efforts,Bridge Location,Bridge Design,Post-Collapse Efforts,Engineers,Tolls,Fatal Collapse Date,Design Firm,Additional Bridges,Lane Width,Toll Cost,Extent of Damage,Cause of Fire,Restoration Efforts,Height,Original Structure,Record,Rebuilding,Commercial Service,Restoration,Collapse Reason,Ranking,Historical Designation,Original Bridge Type,Original Bridge Length,Main Span,Collapse Consequences,Details,Southern Terminus,Northern Terminus,Record Status,Total Concrete Pilings,Originator,Initiator,Organization,Commissioner,Railway Track Speed,Official Name,Road Bridge,Damages & Repairs,Borough Establishment,Incorporation Date,Incorporation Process,Referendum Date,Native American Inhabitants,Borough Naming Origins,Original Parker Homestead Date,Post Office Name Change,Early Economies and Residents,Military Involvement,Destruction Details,Post-War Status,Relevance to Bay Bridge,Local Traffic,Long-Distance Traffic,Major Highways Connected,Causes,Legal Implications,Compensation,Event Background,Railway System,Initial Construction,Upgrade,Reason for Upgrade,New Bridges Construction,Entities Involved in Construction,Causes of Collapse,Investigation,Legal Actions,Replacement Span Name,Contributing Factors,Debut Match,Contract Renewal,Loan Spell,Debut in French Football,Injury,Loan Cancellation,Release from Aston Villa,Heritage,Partial Use of Lanes,Connection of Districts,Lanes and Sidewalk,Traffic Flow Direction,Former Bridge Details,Former Bridge Dimensions,Demolition Date,Decision Outcome,Design Type,Architects,Inspection History,Maintenance,Distance from Juba,Distance from Gulu,Administrative Changes,Recent Developments,Population Estimates,Recent Infrastructural Projects,Imports from Uganda,Previous Bridges,Construction Project,Demolition Process,Westbound Span Opening,Eastbound Span Completion,Initial Issue,Impact,Repair Status,Destruction Event,Reconstruction Plan,Supporting Agency,Purpose of footbridges,Various bridge designs,Ancient bridge examples,Historical origin of footbridges,Importance of footbridges in rural areas,Recognition,Historical Context,Proposal Originator,Reconstruction Date,Original Arch Dimensions,Auxiliary Arches Dimensions,Construction Supervisor,Initial Construction Completion Date,Financial Supporter,Previous Collapses,Significance During Conflict,Historical Border Marker,Impact of World War II,Date of Accident,Number of Fatalities,Responsible Operator,Guilty Parties,Contributory Negligence,Financial Outcome,Expansion Date,Construction Improvement,Key Event,Construction Failures,Dimensions,Connecting Feature,Replacement for Original Bridge,Length of Bridge,Causeway Type,Second-Longest Bridge in Texas,Named After,Height at Apex,Weight,Replacement Occurrence,Replaced Bridge,Victim Count,Usage,Date of Opening,Primary Decks,Names of Sections,Supporting Engineer,Press Coverage,Largest Concrete Arch Status,Bridge Renovation,Highway Carried,Renaming History,Partial Failure Incident Date,Details of the Incident,Impact of Failure,Replacement Reason,Current Bridge Height,Annual Event,Notable Incident 1,Notable Incident 2,Film Connection,Construction Date,Abutment Spacing,Pier-to-Pier Spacing,Reconstruction Status,Investigation Outcome,Predecessors,Similar Design Bridges,Action Taken,Reopening Status,Builder,Year Opened,Previous Bridge,Characteristics,Toll System,Major Disasters,Popular Activities,Restrictions,Water Depth,Wedding Availability,Ceremony Restrictions,Original Bridge Opening,Original Bridge Collapse,Design Flaw,Replacement Bridge Opening,Replacement Bridge Details,Built,Grade,Initial Collapse Date,Repair Duration,Cost of Repair,Date of incident,Vessel involved,Damage caused,Human casualties,Aftermath,- Ship sunk under the bridge,- Cars drove over collapsed sections,- Press images of vehicles balancing on the ledge,- Wreck remains on the riverbed without navigation hazard,- Major impact on the bridge's structure and traffic,Budget Allocation,Debt and Losses of Company,Events Leading to Collapse,Collapse Incident Date,Response Efforts,Legal Charges Filed,Impact on Navigation,Height Above Water,Traffic Volume,Number of Lanes,Traffic Occupancy,Highway Name,Maintenance Issues,Closure Reason,Replacement Project,Official Dismantling Completion,Adaptive Reuse Post-Closure,Widening Date,Investigation Results,Architect,Architectural Features,Original Span,Final Span,Suspension Chain Details,Memorial,Actions Taken,Impact on Railway Traffic,Beams Removal Process,trigger
"Pittsburgh, Pennsylvania, United States",Greenfield Bridge,,,"June 18, 1921",,,,,,,,,,,Previously named Beechwood Boulevard Bridge,,,,,,"Concrete arch bridge, completed by December 1922",,,,,,,,,,,,,,,,,,,,,Steel arch bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wooden deck truss bridge, built in 1891","$370,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greenfield Bridge
"Ottawa, Ontario, Canada",Heron Road Workers Memorial Bridge,,,,,,,,,,,,,,The worst construction accident in Ottawa and Ontario history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,,,,,,,,,,,Bridge collapse that killed nine workers and injured over sixty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline Road to Heron Road,2016,"Two three-lane, 300-metre-long bridges",Initial opposition by Ottawa Mayor Charlotte Whitton,Federal threat to reduce grants if bridge was not constructed,1964,Beaver Construction,M.M. Dillon & Company Ltd,877.5 feet long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heron Road Bridge
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Two of the three support beams of the lakefront span failed, causing the north-bound lanes to buckle and sag by 4 feet.",Engineers used explosives to remove the damaged section of the bridge.,No motorists were injured during the bridge failure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoan Bridge
"Western Washington, United States",Hood Canal Bridge,,,,,William A. Bugge,,,"7,869 feet",,,,,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Longest floating bridge in a saltwater tidal basin, vital link for local residents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Named after William A. Bugge, director of Department of Highways from 1949-1963",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hood Canal Floating Bridge 
,,,,,"Miscommunication loop of corporate neglect and irresponsibility, ill-conceived skywalk design, and general structural failure",,,,,,,,114 fatalities,,,"July 17, 1981",,,,,,,,,,,,,,,,216 injuries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hyatt Regency Hotel, Kansas City, Missouri","Structural collapse of two overhead walkways, resulting in crashing concrete and glass platforms, causing fatalities and injuries","Billions of dollars in insurance claims, legal investigations, and city government reforms","Loss of national affiliation, revocation of engineering licenses in four states, conviction of gross negligence and professional misconduct","Contributed to reforms in engineering ethics and safety, highlighted emergency management requirements",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyatt Regency walkway collapse
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"December 21, 1965","August 29, 2005","April 7, 2010 (westbound)","September 8, 2011","August 1, 2014",After Replacement,"2 lanes, 8.5ft clearance","6 lanes, built second half 2000s",Misaligned and missing segments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-10 Twin Span Bridge
"Southeast of Webbers Falls, Oklahoma, United States",,"14 individuals killed, 11 others injured",,,Freight barges colliding with a pier supporting the bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Captain of the towboat losing consciousness, leading to the collision",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 26, 2002",Fishermen attempting to aid victims and stop vehicles from falling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-40 bridge disaster
,,,,,,,,,,,,,,,,,,"May 23, 2013",,,,,,,,,,,,,,,,Oversize load striking overhead support beams leading to immediate collapse of span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Interstate 5 over the Skagit River in Washington state, connecting Mount Vernon and Burlington","Through-truss bridge built in 1955, fracture-critical with four structurally independent spans","Temporary bridges erected, permanent bridges installed, prevention measures implemented",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-5 Skagit River Bridge collapse
"Burrard Inlet, Vancouver, British Columbia, Canada",Ironworkers Memorial Second Narrows Crossing,,,,,,,1956,,,,,19,,,,335 meters,,,,,Steel truss cantilever bridge,,,,,,,,,,,,Miscalculation by bridge engineers,,,,,,,Approximately $15 million,,,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designed by Swan Wooster Engineering Co. Ltd; Engineers involved in construction and failure,Charged until 1963,"June 17, 1958",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironworkers Memorial Second Narrows Crossing
"Charleston, South Carolina",John P. Grace Memorial Bridge,,,,,,,,,,,,,"August 8, 1929",,,,,,,,,,,,,,,,,,,,,,"Cooper River Bridge, Inc. (private company)",,,,,,,Six million dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shortridge Hardesty of Waddell & Hardesty,"Silas N. Pearman Bridge (1966), Arthur Ravenel Jr. Bridge (2005)",Two 10 ft lanes,50-cent toll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John P. Grace Memorial Bridge
,,,,,,,,,,,,,,,,"August 18, 1993",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two-thirds of interior paintings destroyed in the fire,Fire that broke out and ravaged a significant part of the centuries-old bridge,Subsequent restoration efforts were made to repair the damaged sections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kapellbr眉cke 
"McKean County, Pennsylvania",Kinzua Bridge / Kinzua Viaduct,,,,,,,,"2,052 feet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruins at Kinzua Bridge State Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301 feet,"Wrought iron, 1882",Tallest railroad bridge for two years,Reconstructed out of steel in 1900,Operated until 1959,"Begun in 2002, partially finished before tornado","Corroded anchor bolts, tornado damage",Fourth-tallest railway bridge in the US,"National Register of Historic Places, National Historic Civil Engineering Landmark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kinzua Bridge
,Koror–Babeldaob Bridge,,,"September 26, 1996","Structural failure, noticeable sag in middle hinge point, lower modulus of elasticity than expected",,,,,,,,,,,,,,"Original - 1978, Replacement - 2002",,,,"Dyckerhoff & Widmann AG, Alfred A. Yee and Associates",,,,,,,,,,"Reinforced concrete, portal frame, cable-stayed bridge",,,,,,,,,,,,,413 meters,,,,"Declaration of a state of emergency, emergency aid from Japan, temporary bridge installation",,,,,,,,,,"Kajima Corporation (replacement bridge), Socio Construction Co. (collapsed original bridge)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balanced cantilever prestressed concrete box girder bridge,385.6 meters,240.8 meters,"Two fatalities, four injuries, disruption of water and electricity supply",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koror-Babeldaob Bridge
,,,,,,,,,,,,,,,,,,,,24 December 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridge Collapse during construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The west side of the bridge, including span P4-P3, Pilon P4, Pier P4, and cantilever portion up to segment 10, collapsed into the Chambal River, resulting in the deaths of 48 workers and engineers, with several others injured.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kota Chambal Bridge
"Borneo, Kalimantan Timur, Indonesia",Kutai Kartanegara Bridge,"20 people killed, 39 injured",,"November 26, 2011",,,Arch bridge formerly a suspension bridge,,,,,,,,,,,,,,"Arch bridge built in 2013, opened in 2015",,,,,,,,,,,,,Support cable snapped during maintenance,,,,,,,,,Rp 150 billion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kutai Kartanegara Bridge
"Seattle metropolitan area, Washington, USA",Lacey V. Murrow Memorial Bridge,,Carries eastbound lanes of Interstate 90 across Lake Washington,,,Homer Hadley,Floating bridge,"January 1, 1939",,"Bridge sank in a storm during repair in November 25, 1990",1940,Sinking of the original bridge during refurbishment and repair,,,,,,,,,,,,,,,,,,Homer Hadley,National Historic Civil Engineering Landmark,,,,,,,,Second-longest floating bridge in the world,,,,,,,,,,,,,,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lacey V. Murrow Memorial Bridge
"Southeastern Louisiana, United States",Lake Pontchartrain Causeway,,,,,,,,23.83 miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dating back to early 19th century,,,,,,,,,,,,,,,,,,,,,Bascule spanning navigation channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Metairie, Louisiana","Mandeville, Louisiana",Longest continuous bridge over water,"9,500",Bernard de Marigny,Ernest M. Loëb Jr.,Causeway Commission,James E. Walters Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake Pontchartrain Causeway
