Duration,Outcome,Start Date,End Date,Military Force,Key Events,Event Trigger,Casualties,Date,Purpose,Outcomes,Countries,Reason for Occupation,Background,Significant Events,Signatories,Territory,Territories Occupied,Timeline,Major Operations,Airstrikes,Objective,Consequences,Reason,Second phase,Third phase,Fourth phase,Second phase 1977–1982,Third phase 1982–1984,Fourth phase 1984–1990,Coalition,Total Casualties,Initial Support for Czechoslovak Legion,Support for White forces,End of Interventions,Administration Divided,Major Events,Division,Recognition,Treaty,Zones,Conference Ratification,Territory Changes,Future Implications,Participating Countries,Strategic Significance,Involved Countries,Reasons,Occupying Forces,Division of Serbia,Governing Structure,Harsh Measures,Event,Parties involved,Areas Under Occupation,Measures of Repression,Involved Parties,Opening Months of War,1915 Progress,1916 Offensives,Kingdom of Romania Entry,Theatre of Conflict,Belligerent Powers,Context,Nullification,Administrative Division,Economic Impact,Political Repression,Resistance Movements,Client State,Civilian Casualties,Establishment,Ethnic Impact,Soviet Liberation,Impact on Population,Areas Behind Western Front,US Guarantee of Greenland,Greenland's Self-Ruling,US Coast Guard's Role,Taiwan placed under Republic of China governance,Declaration of martial law in Taiwan,ROC government retreats to Taiwan,Taipei declared temporary capital of ROC,UN expels ROC and replaces with PRC,Martial law lifted in Taiwan,First direct presidential election in Taiwan,Democratic Progressive Party comes to power,Key Military Figures,Key Political Figures,Indian Armed Forces,Pakistani Armed Forces,Indian Casualties,Pakistani Casualties,Conflicting Claims,Countries Involved,Support,Major Insurgent Attacks,Key Outcome,Strategic Importance,Motivation for Invasion,Military Forces,Timeline of Main Events,Agreement between France and Japan,Territorial Occupation by Japan,Strategic Goals of Japan,Iraqi invasion of Kuwait,Coalition intervention,Naval operations,Air campaign,Liberation of Kuwait,Post-ceasefire,Geography,British Strategy,Blockade Purpose,Raeder's Proposal,Codename,International Response,Treaty Establishment,Baltic coast,Northern Front,Southern Front,Asia-Pacific,Mediterranean and Middle East,Other campaigns,Coups,Military invasion of the Netherlands or predecessors,"In the case of military invasions of the Netherlands or its predecessor states, the key information to extract includes the event trigger that led to the invasion, the outcome of the invasion, and the military force involved in carrying out the invasion. The specifics of each invasion would vary based on the historical context, including the period, the countries or entities involved, and the objectives of the invading forces. This information provides a snapshot of the military history of the region and the impact of external interventions on the Netherlands.",Italian Declaration of War,French Announcement of Armistice with Germany,Italian General Offensive,Armistice Signing with Italy,Territories,Commencement,Locations,Completion,Excluded Territories,Impact of Liberation of Paris,Declaration as Independent Nation,Japanese Presence until end of war,Battle,Surrender,Hardships,Japanization Policy,Impact on Local Population,Military Objective,British Garrison,Japanese Invasion Force Units and Ships,Date of Port Blair's Occupation,Resistance from British Garrison,Fate of British Officers and Prisoners,Formal Annexation Date,Territory Involved,Events Leading Up to Annexation,International Recognition,Population Implications,Involved Forces,Objectives,Celebrated by,Hitler's claim,Start of war,Annexation,Additional demands,Meeting location,North Vietnamese/Pathet Lao Victory,Air Operations,Naval Operations,American Intervention,Tet Offensive,Vietnamization,Post-Paris Peace Accords,Spring 1975,UK,France,Italy,Sudetenland,Bohemia & Moravia,Zaolzie,Carpathian Ruthenia,Axis Forces Involved,Leading Country,Supervising Entity,Total Allied Soldiers,Overseer Generals,Soviet Union Influence,Emperor's Role,Reforms,Constitution Replacement,Military Limitation,Roman Occupation,Burgundian Occupation,Spanish Occupation,French Occupation,Authority,Impact on Ethnic Relations,High Commissioner,Projects,End of Occupation,Greco-Turkish War,Treaty of Lausanne,---------------------------------,Date of Invasion,Claimant,Previous Sovereignty,Military Forces Involved,Administering Authority,Dissolution of Government,Recognition by Arab League,Administration,US Role,Ukrainian State,Governorate of Subcarpathia,Soviet Occupation in World War II,Republic of Crimea and Sevastopol Occupation,Donetsk and Luhansk People's Republic Occupation,Start,Trigger,Players Involved,Frontline Strength,Other Casualties,Phases,Motivation,Operation Name,Main Objective,Approval Date,Other Military Forces,Accusations,------------------------------,South African incursion into Angola (Operation Savannah),Regions,Parties Involved,Red Army invasion,Dissolution of ADR,Creation of AzSSR,Establishment of AzCP,Commissar's note,Formation of alliance,Population Demographics,Historical Background,Establishment as Protectorate,Reintegration into Germany,Industrial Importance,Historical Context,Control by League of Nations,Post-World War II Protectorate,Policy of Industrial Disarmament,French Control,Return to West Germany,Participants,Major Encounters,Significance,Insurgency,Forces Involved,Disputed Numbers,Year,Supporting Forces,Protagonist Commander,Opposition Commander,Soviet Brigades,Notable Tactics,Opposition Faction Defection,Supporting Government Approval,Collaboration,Territories Annexed,Total Area,Total Population,Ultimatum by Soviet Union to Romania,Romanian Government Response,Annexation Process,Involvement of Nazi Germany,International Legal Perspective,Territory Occupied,Significant Outcome,Baltic Offensive,Siege of Leningrad,Tartu Offensive,Transbaikal Front,1st Far Eastern Front,2nd Far Eastern Front,Kwangtung Army,Fifth Area Army,Asia-Pacific region,Agreements/Treaties,Location,Troop Deployment,Coordination,Initial Deployment,Actions Taken,Phase 1: February Revolution,Phase 2: Strengthening,Phase 3: War Continuation,Insurgent Attacks,Massacres,Other,Main Events,Key Factors,trigger
22 June 1941 - 9 May 1945,"defeat of Nazi Germany, Axis nations, ultimately determining outcome in Europe",,,,"Great Patriotic War, largest military confrontation in history, massacre, mass deportations, destruction, loss of life due to combat and other factors, decisive in European theatre outcome, defeat of Nazi Germany, supporting roles of US and UK, Lend-Lease program support",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Front,"Soviet Union, Germany, Allies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Front (World War II)
,,,,,,,,2 November 1938,,,,,,,"Nazi Germany, Fascist Italy, Kingdom of Hungary",Territories in southern Slovakia and southern Carpathian Rus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Came after the Munich Agreement, sought to support Hungary's territorial claims",1947 Treaty of Paris declared the Vienna Award null and void,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First Vienna Award
,German Victory,,,500 paratroopers,,Belgian Campaign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,German invasion of Belgium (1940)
1914-1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Divided into three zones,"Economic collapse, shortages, unemployment","Repression of dissent, deportation of workers","Sabotage of military infrastructure, intelligence collection, newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,German occupation of Belgium during World War I
1941 - 1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belarusian Central Rada,"Approximately 1.6 million including 500,000-550,000 Jews",Reichskommissariat Ostland,"Poles and Jews targeted, over 100,000 imprisoned or executed",Soviet Operation Bagration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,German occupation of Byelorussia during World War II
Throughout World War I,,,,,,,,,,,,,,,,,"10 départements, including parts of Nord, Pas-de-Calais, Somme, Aisne, Marne, Meuse, Meurthe-et-Moselle, Vosges, and Ardennes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Impositions included malnourishment, forced labor, and requisitions of property, services, and goods",Controlled portions of French territory behind the stabilized Western Front for most of the war,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,German occupation of north-east France during World War I
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States guaranteeing Greenland's position as an unoccupied territory, establishment of facilities, and economic trade partnerships",Greenland declared a self-ruling territory by sheriffs in coordination with the U.S. State Department and Danish ambassador,Significant role in civilian resupply and establishing facilities for air and sea traffic during the war,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greenland in World War II
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"October 25, 1945",1949,1949,1949,1971,1987,1996,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,History of Taiwan since 1945
,Victory,,,500 paratroopers,,Indian/Maldivian government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian intervention in the Sri Lankan Civil War
3 December 1971 - 16 December 1971,,,,,"Border skirmishes, strikes, surrender of Dacca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gen Sam Manekshaw, Lt Gen A.A.K. Niazi","Indira Gandhi, Yahya Khan","825,000 – 860,000 soldiers","350,000 – 365,000 soldiers","2,500–3,843 killed, 9,851–12,000 injured","9,000 killed, 25,000 wounded, 93,000 captured",Claims made by both sides and neutral parties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indo-Pakistani War of 1971
,,,,,,,,,,,,,,,,,,2002-2021,"Invasion, dismantling al-Qaeda",Targeting Taliban and al-Qaeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States, United Kingdom, Canada, Australia",Northern Alliance,Various attacks by Taliban and al-Qaeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invasion of Afghanistan
"April 7, 1939 - April 12, 1939",,"April 7, 1939","April 12, 1939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Overrun, King Zog I forced into exile, Albania made part of Italian Empire as protectorate in personal union with Italian Crown",Italy coveted Vlorë port and Sazan island for control of Adriatic Sea entrance and base for Balkan operations,"Mussolini's desire to compensate for previous failures, cultural and historical importance of Albania to Italian Fascists",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invasion of Albania
1942-1945,,"December 8, 1941",Surrender of Japan,,"Initial attack, Bataan Death March, MacArthur's return, Leyte landings",,"Around 500,000 Filipinos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invasion of Czechoslovakia
,Victory,,,German army and air force,,German invasion of Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invasion of Denmark
1975-1999,,"December 7, 1975",,,"Overthrow of the Fretilin regime, violent occupation, continuous clashes, independence of East Timor",,"Approximately 100,000-180,000 soldiers and civilians; minimum estimate of 102,000 conflict-related deaths documented",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indonesian military, Fretilin resistance group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invasion of East Timor
22-26 September 1940,,,,,,,,,,,,,,,,,,,,,Preventing China from importing arms and fuel through French Indochina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Occupation of Tonkin, Battle of South Guangxi, ceasefire between France and Japan",Prior agreement allowing Japan to occupy Tonkin in northern Indochina,"Occupied northern Indochina, effectively blockading China",Creation of the Greater East Asia Co-Prosperity Sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invasion of French Indochina
,Victory,,,500 paratroopers,,Indian/Maldivian government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invasion of Georgia
,Military occupation of Grenada within days,,,U.S. and a coalition of six Caribbean nations,,American–CPF victory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invasion of Grenada
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iraqi military forces,United Nations-authorized coalition of forces,"United States Navy, coalition naval forces",Coalition air forces,Coalition ground forces,"Coalition forces, aid organizations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invasion of Kuwait
,,9 April 1940,,,,,,,,,,,,,,,,,,,Germany's assault on Denmark and Norway as the opening operation of the Norwegian Campaign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Significant differences affected the military operations in Denmark and Norway,Viewed Scandinavia as a potential theatre of war to indirectly weaken Germany through blockade strategy,Control of the Norwegian coast to tighten a blockade against Germany,German control of Norway to prevent British bases and use it as a platform for submarine operations against the UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invasion of Norway
Mid-December 1989 to Late January 1990,,,,,,,,,"Depose de facto Panamanian leader, General Noriega",,,,,,,,,,,,,"Dissolution of Panama Defense Forces, President-elect Guillermo Endara sworn in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operation Just Cause,Condemnation by UN General Assembly and Organization of American States,Torrijos–Carter Treaties ratified for Canal Zone transfer to Panama by 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invasion of Panama
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"German forces invaded Poland from the north, south, and west",Slovak military forces advanced alongside the Germans,Polish forces withdrew to more established defense lines,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invasion of Poland
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Varies based on historical context,"In the case of military invasions of the Netherlands or its predecessor states, the key information to extract includes the event trigger that led to the invasion, the outcome of the invasion, and the military force involved in carrying out the invasion. The specifics of each invasion would vary based on the historical context, including the period, the countries or entities involved, and the objectives of the invading forces. This information provides a snapshot of the military history of the region and the impact of external interventions on the Netherlands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invasion of the Netherlands
,Victory,,,500 paratroopers,,Iranian/Maldivian government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iran crisis of 1946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"June 10, 1940","June 17, 1940","June 21, 1940","June 24, 1940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italian invasion of France
June 1942 - May 1943,,"June 7, 1942","May 30, 1943",,"Invasion, Battle of Attu",,Japanese and American soldiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese occupation of Attu
Over three years,,,,,,,,,,,,,,,,,,,,,,"Promotion of Japanisation, division of territories, establishment of POW camps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sarawak, Brunei, Labuan, British North Borneo, Dutch East Indies","December 16, 1941","Miri, Sarawak; Labuan; Mempakul; Jesselton",End of January 1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese occupation of British Borneo
1942-1945,Allies driven out Japanese,,,,"Formation of Burma Independence Army, Anti-Fascist Organisation, negotiations for independence",,"170,000 to 250,000 civilians",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese occupation of Burma
1941-1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stung Treng, Battambang, Siem Reap",Official separation from France,Cambodia declared independence,Military presence continued,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese occupation of Cambodia
